fnl,hpw,relation,gain,country,job,edu_int,years,loss,work_type,partner,edu,gender,race,prod,gtype,money
54318,,H,0,United-States,Transport-moving,7,30,0,SGov,MCS,11,M,White,12,AC,<=50K
247328,40.0,NotF,0,United-States,Adm-clerical,10,30,0,LGov,NM,SC,M,White,47,AC,<=50K
195994,40.0,NotF,0,Guatemala,Priv-house-serv,2,25,0,Priv,NM,1-4,F,White,62,DC,<=50K
291547,,W,0,Mexico,?,3,22,0,?,MCS,5-6,F,Other,37,DC,<=50K
210945,50.0,H,0,United-States,Handlers-cleaners,9,35,0,Priv,MCS,HSG,M,White,67,AC,<=50K
189749,40.0,H,0,United-States,Craft-repair,7,24,0,Priv,MCS,11,M,White,32,AC,<=50K
278130,,NotF,0,United-States,Machine-op-inspct,11,24,0,Priv,NM,AV,M,White,72,AC,<=50K
116207,32.0,H,0,United-States,Craft-repair,5,27,0,Priv,MCS,9,,White,87,AC,<=50K
386397,60.0,H,0,United-States,Sales,13,50,0,SelfNotInc,MCS,B,M,White,92,AC,<=50K
187450,50.0,H,0,United-States,Sales,13,29,0,SelfInc,MCS,B,M,White,42,AC,>50K
34458,10.0,H,0,United-States,?,4,47,0,?,MCS,7-8,M,White,57,AC,<=50K
218558,,H,0,United-States,Exec-managerial,13,40,0,SelfInc,MCS,B,M,White,62,AC,>50K
346275,43.0,NotF,0,United-States,Handlers-cleaners,7,34,0,Priv,D,11,M,White,47,AC,<=50K
169990,40.0,H,0,United-States,Sales,109,25,0,Priv,MCS,HSG,M,White,72,AC,<=50K
181547,30.0,H,0,Columbia,Craft-repair,12,49,0,SelfNotInc,MCS,AA,M,White,52,AC,<=50K
222247,40.0,H,0,United-States,Transport-moving,6,58,1887,Priv,MCS,10,M,White,52,AC,>50K
138816,20.0,OwnC,0,United-States,Handlers-cleaners,9,21,0,Priv,NM,HSG,M,Black,82,AC,<=50K
407495,56.0,H,0,United-States,Protective-serv,12,48,0,LGov,MCS,AA,M,White,52,AC,>50K
178780,49.0,H,0,United-States,Exec-managerial,10,43,0,Priv,MCS,SC,M,White,67,AC,>50K
70868,16.0,OwnC,0,United-States,Craft-repair,7,17,0,Priv,NM,11,M,White,57,AC,<=50K
271795,49.0,NotF,0,United-States,Craft-repair,7,56,0,Priv,D,11,M,White,52,AC,<=50K
456236,50.0,H,0,United-States,Exec-managerial,14,43,0,Priv,MCS,M,M,White,37,AC,>50K
129232,40.0,OwnC,0,United-States,Adm-clerical,9,23,0,LGov,NM,HSG,M,White,32,AC,<=50K
29874,40.0,H,0,United-States,Handlers-cleaners,10,35,0,Priv,MCS,SC,M,White,57,AC,<=50K
109273,40.0,NotM,0,United-States,Craft-repair,10,42,0,SelfNotInc,NM,SC,M,White,42,AC,<=50K
216730,12.0,OwnC,0,United-States,Other-service,7,18,0,Priv,NM,11,,White,72,AC,<=50K
157131,8.0,OwnC,0,United-States,Sales,8,18,0,Priv,NM,12,F,White,42,DC,<=50K
166929,40.0,H,0,United-States,Craft-repair,7,45,0,Priv,MCS,11,M,White,77,AC,<=50K
40915,25.0,NotF,0,United-States,Other-service,13,26,0,Priv,NM,B,F,White,37,DC,<=50K
55527,45.0,NotF,0,United-States,Craft-repair,12,50,0,Priv,D,AA,M,Black,62,AC,<=50K
143582,35.0,NotF,0,Japan,Adm-clerical,10,34,0,Priv,NM,SC,F,Asian-Pac-Islander,62,DC,<=50K
115803,,NotF,0,United-States,Transport-moving,157,35,0,Priv,D,11,M,White,47,AC,<=50K
95465,42.0,NotF,0,United-States,Tech-support,9,29,0,Priv,NM,HSG,M,White,17,AC,<=50K
149726,40.0,H,0,United-States,Sales,9,33,0,Priv,MCS,HSG,M,White,62,AC,>50K
193626,40.0,NotM,0,United-States,Craft-repair,9,41,0,Priv,MSA,HSG,F,White,87,DC,<=50K
144778,40.0,H,0,United-States,Prof-specialty,13,44,0,LGov,MCS,B,M,White,82,AC,>50K
191299,,H,0,United-States,Craft-repair,9,50,0,Priv,MCS,HSG,M,White,72,AC,<=50K
675421,40.0,OwnC,594,United-States,Handlers-cleaners,5,18,0,Priv,NM,9,M,White,1290,AC,<=50K
158506,16.0,H,0,United-States,?,7,58,0,?,MCS,11,M,White,62,AC,<=50K
66278,40.0,NotF,0,United-States,Adm-clerical,9,30,0,Priv,NM,HSG,F,White,77,DC,<=50K
179462,40.0,NotM,0,United-States,Handlers-cleaners,4,25,0,Priv,NM,7-8,M,White,22,AC,<=50K
186325,38.0,W,0,United-States,Exec-managerial,10,38,0,Priv,MCS,SC,F,White,42,DC,>50K
198813,40.0,OwnC,0,United-States,Handlers-cleaners,9,28,0,Priv,NM,HSG,F,Black,72,DC,<=50K
170730,50.0,H,0,United-States,Craft-repair,9,40,0,Priv,MCS,HSG,M,White,77,AC,<=50K
225978,40.0,NotF,0,United-States,Prof-specialty,13,41,0,Priv,NM,B,M,Black,27,AC,<=50K
109952,50.0,H,0,United-States,Machine-op-inspct,6,21,0,Priv,MCS,10,M,White,47,AC,<=50K
261259,20.0,OwnC,0,United-States,Handlers-cleaners,189,19,0,Priv,NM,HSG,M,White,87,AC,<=50K
152951,40.0,H,0,United-States,Craft-repair,9,27,0,Priv,MCS,HSG,M,White,47,AC,<=50K
216035,40.0,H,0,United-States,Protective-serv,9,35,0,SGov,MCS,HSG,M,White,57,AC,<=50K
406078,25.0,OwnC,0,United-States,Adm-clerical,10,19,0,Priv,NM,SC,F,White,32,DC,<=50K
89942,45.0,NotF,3674,United-States,Sales,9,41,0,SelfNotInc,D,HSG,M,White,7405,AC,<=50K
210991,40.0,H,0,United-States,Craft-repair,9,39,0,Priv,MCS,HSG,M,White,62,AC,<=50K
88095,24.0,NotF,0,Mexico,Machine-op-inspct,10,24,0,Priv,NM,SC,F,White,67,DC,<=50K
43323,40.0,NotF,0,United-States,Other-service,9,24,1762,Priv,NM,HSG,F,White,42,DC,<=50K
167999,,NotM,0,United-States,Adm-clerical,9,34,0,LGov,D,HSG,F,White,52,DC,<=50K
423217,,NotF,0,United-States,Exec-managerial,203,41,0,SelfInc,D,B,M,White,57,AC,<=50K
235894,55.0,H,0,United-States,Exec-managerial,7,23,0,Priv,MCS,11,M,White,62,AC,<=50K
309348,4.0,NotF,594,United-States,Adm-clerical,10,21,0,LGov,NM,SC,F,White,1255,DC,<=50K
91959,46.0,H,0,United-States,Prof-specialty,13,40,0,Priv,MCS,B,M,White,32,AC,>50K
152071,60.0,H,0,Cuba,Prof-specialty,15,42,0,SelfInc,MCS,PS,,White,22,AC,>50K
227411,20.0,OwnC,0,United-States,Other-service,10,20,0,Priv,NM,SC,,White,27,DC,<=50K
335015,40.0,H,0,United-States,Craft-repair,9,28,0,LGov,MCS,HSG,,White,47,AC,<=50K
197322,50.0,H,0,United-States,Exec-managerial,7,50,0,Priv,MCS,11,M,White,37,AC,>50K
157974,48.0,NotF,0,United-States,Other-service,9,57,0,Priv,NM,HSG,M,Black,72,AC,<=50K
175958,45.0,H,0,?,Craft-repair,8,46,0,SelfInc,MCS,12,M,White,92,AC,<=50K
245029,,NotF,0,United-States,Adm-clerical,13,26,0,Priv,NM,B,F,Black,47,DC,<=50K
174685,40.0,OwnC,0,United-States,Other-service,9,20,0,Priv,NM,HSG,,White,2,AC,<=50K
124993,55.0,OwnC,0,United-States,Craft-repair,9,52,0,Priv,NM,HSG,M,White,67,AC,<=50K
171564,,W,20051,England,Prof-specialty,119,67,0,SelfInc,MCS,HSG,F,White,40154,DC,>50K
203797,40.0,H,0,United-States,Exec-managerial,10,29,0,Priv,MCS,SC,M,Black,92,AC,<=50K
192939,50.0,H,0,United-States,Craft-repair,9,38,0,SelfNotInc,MCS,HSG,M,White,47,AC,<=50K
96483,60.0,NotF,8614,United-States,Adm-clerical,12,34,0,Priv,NM,AA,F,Asian-Pac-Islander,17285,DC,>50K
66326,99.0,H,0,United-States,Transport-moving,9,38,0,Priv,MCS,HSG,M,White,47,AC,<=50K
170108,40.0,H,0,United-States,Prof-specialty,14,40,0,Priv,MCS,M,M,White,57,AC,<=50K
249043,40.0,H,10605,United-States,?,13,65,0,?,MCS,B,M,White,21312,AC,>50K
19847,40.0,NotM,0,United-States,Adm-clerical,9,34,0,Priv,D,HSG,F,White,32,DC,<=50K
166003,40.0,H,0,United-States,Machine-op-inspct,7,46,0,Priv,MCS,11,M,White,47,AC,<=50K
298444,40.0,H,0,United-States,Prof-specialty,14,37,0,SelfNotInc,MCS,M,M,White,67,AC,<=50K
122381,50.0,H,0,United-States,Craft-repair,10,41,1887,Priv,MCS,SC,M,White,22,AC,>50K
73928,20.0,OwnC,0,United-States,Adm-clerical,11,24,0,Priv,NM,AV,,Asian-Pac-Islander,77,DC,<=50K
46699,40.0,W,0,United-States,Adm-clerical,9,57,0,Priv,MCS,HSG,F,White,12,DC,<=50K
43554,,NotF,0,United-States,Handlers-cleaners,3,61,2339,Priv,NM,5-6,M,Black,7,AC,<=50K
141040,40.0,OwnC,0,United-States,Adm-clerical,10,24,0,Priv,NM,SC,F,Black,37,DC,<=50K
206827,30.0,OwnC,5060,United-States,Sales,10,24,0,Priv,NM,SC,F,White,10142,DC,<=50K
188246,50.0,H,0,United-States,Prof-specialty,14,31,0,Priv,MCS,M,,White,42,AC,<=50K
166597,40.0,H,0,United-States,Adm-clerical,14,44,0,SGov,MCS,M,M,White,97,AC,>50K
102130,40.0,OwnC,0,United-States,?,10,33,0,?,NM,SC,,White,32,AC,<=50K
299197,40.0,H,0,United-States,Adm-clerical,10,43,0,Priv,MCS,SC,M,White,57,AC,<=50K
155664,40.0,H,0,?,Craft-repair,3,45,0,SelfInc,MCS,5-6,M,White,22,AC,>50K
196529,40.0,W,0,United-States,Prof-specialty,14,36,0,LGov,MCS,M,F,White,82,DC,>50K
298860,20.0,OwnC,0,United-States,Handlers-cleaners,8,18,0,Priv,NM,12,M,White,67,AC,<=50K
181721,60.0,OwnC,0,United-States,Farming-fishing,6,36,0,Priv,NM,10,M,Black,102,AC,<=50K
120857,18.0,W,0,United-States,Sales,9,31,0,Priv,MCS,HSG,F,White,72,DC,<=50K
26803,84.0,H,0,United-States,Machine-op-inspct,10,32,0,Priv,MCS,SC,M,White,77,AC,>50K
150993,45.0,H,0,United-States,Transport-moving,7,37,0,SelfNotInc,MCS,11,M,White,92,AC,<=50K
114927,40.0,H,7298,United-States,Tech-support,11,51,0,Priv,MCS,AV,M,White,14643,AC,>50K
132683,,NotF,0,United-States,Priv-house-serv,9,25,0,Priv,NM,HSG,F,White,82,DC,<=50K
227915,33.0,NotM,0,United-States,Craft-repair,9,23,0,Priv,NM,HSG,F,White,42,DC,<=50K
123429,40.0,H,0,United-States,Craft-repair,10,50,0,Priv,MCS,SC,M,White,57,AC,>50K
212206,48.0,W,0,United-States,?,14,42,1887,?,MCS,M,F,White,52,DC,>50K
122272,30.0,OwnC,0,United-States,Adm-clerical,13,23,0,Priv,NM,B,F,White,57,DC,<=50K
277974,35.0,OwnC,0,United-States,Sales,10,19,0,Priv,NM,SC,M,White,72,AC,<=50K
217460,50.0,H,0,United-States,Transport-moving,5,32,0,Priv,MCS,9,M,White,57,AC,<=50K
49715,40.0,NotM,0,United-States,Transport-moving,9,53,0,Priv,D,HSG,M,White,12,AC,<=50K
287306,,NotM,0,United-States,Adm-clerical,10,39,0,Priv,S,SC,F,Black,37,DC,<=50K
173647,40.0,NotF,0,United-States,Transport-moving,10,30,0,Priv,D,SC,M,White,62,AC,<=50K
193524,60.0,H,0,United-States,Prof-specialty,16,40,0,Priv,MCS,D,M,White,62,AC,>50K
175820,25.0,OwnC,0,United-States,Handlers-cleaners,107,19,0,Priv,NM,11,M,White,62,AC,<=50K
191957,40.0,H,0,United-States,Sales,9,47,0,Priv,MCS,HSG,M,Black,72,AC,>50K
176756,40.0,OwnC,0,United-States,Craft-repair,13,25,0,Priv,NM,B,M,White,92,AC,<=50K
95946,50.0,H,0,United-States,Prof-specialty,13,51,0,Priv,MCS,B,M,White,97,AC,>50K
220821,40.0,H,7688,United-States,Exec-managerial,13,41,0,SelfInc,MCS,B,M,White,15433,AC,>50K
278900,40.0,H,0,United-States,Craft-repair,9,47,0,Priv,MCS,HSG,M,White,42,AC,<=50K
270366,40.0,NotF,0,United-States,Sales,6,28,0,Priv,D,10,F,White,62,DC,<=50K
113434,40.0,H,0,United-States,Craft-repair,13,46,0,SelfNotInc,MCS,B,M,White,37,AC,<=50K
120238,43.0,H,2885,United-States,Sales,10,25,0,Priv,MCS,SC,M,White,5847,AC,<=50K
205581,50.0,NotM,0,United-States,Tech-support,10,32,0,Priv,S,SC,F,White,72,DC,<=50K
109997,,NotF,0,United-States,Other-service,9,27,0,Priv,D,HSG,F,White,117,DC,<=50K
320451,40.0,H,0,?,Prof-specialty,14,38,0,Priv,MCS,M,M,Asian-Pac-Islander,42,AC,<=50K
289944,20.0,NotF,0,United-States,Prof-specialty,10,20,0,Priv,NM,SC,,White,62,DC,<=50K
237731,40.0,H,0,United-States,Adm-clerical,11,46,0,Priv,MCS,AV,M,White,102,AC,<=50K
183146,50.0,H,0,United-States,Exec-managerial,8,52,0,SelfNotInc,MCS,12,M,White,97,AC,>50K
95465,40.0,H,0,United-States,Other-service,9,29,0,Priv,MCS,HSG,M,White,17,AC,<=50K
158437,35.0,H,0,United-States,Prof-specialty,15,70,0,SelfInc,MCS,PS,M,White,67,AC,>50K
334273,40.0,H,0,United-States,Sales,12,52,0,SGov,MCS,AA,M,White,97,AC,>50K
46442,35.0,NotF,0,United-States,Protective-serv,13,27,0,FGov,NM,B,F,White,67,DC,<=50K
189346,45.0,NotF,0,United-States,Craft-repair,9,28,0,Priv,D,HSG,M,White,87,AC,<=50K
428299,40.0,NotF,0,United-States,Craft-repair,9,23,0,Priv,NM,HSG,M,White,52,AC,<=50K
114157,40.0,OwnC,0,United-States,Machine-op-inspct,9,41,0,Priv,D,HSG,M,White,112,AC,<=50K
375680,,OwnC,0,United-States,Craft-repair,12,34,0,Priv,NM,AA,F,Black,47,DC,<=50K
117860,40.0,NotF,0,United-States,Other-service,9,40,0,Priv,D,HSG,,Black,62,AC,<=50K
150125,40.0,NotM,0,United-States,Other-service,11,35,0,Priv,D,AV,F,Black,87,DC,<=50K
121488,40.0,NotF,0,United-States,Sales,13,33,0,Priv,NM,B,F,White,77,DC,<=50K
163027,50.0,NotM,0,United-States,Craft-repair,9,52,0,Priv,D,HSG,F,White,62,DC,<=50K
144533,30.0,NotF,0,United-States,?,9,79,0,?,W,HSG,F,Black,87,DC,<=50K
69757,60.0,NotF,0,United-States,Adm-clerical,10,27,0,Priv,NM,SC,F,White,37,DC,<=50K
35633,40.0,NotF,0,United-States,Sales,10,23,0,Priv,NM,SC,M,White,22,AC,<=50K
394860,,H,0,United-States,Other-service,9,46,0,Priv,MCS,HSG,M,White,37,AC,<=50K
28334,45.0,H,0,United-States,Exec-managerial,10,49,0,Priv,MCS,SC,M,White,67,AC,>50K
219420,64.0,NotF,0,United-States,Sales,16,50,0,SelfNotInc,D,D,M,White,112,AC,<=50K
150217,24.0,W,0,Poland,Other-service,13,35,0,Priv,MCS,B,F,White,47,DC,<=50K
39615,45.0,NotF,0,United-States,Prof-specialty,10,22,0,Priv,NM,SC,M,White,82,AC,<=50K
219021,48.0,NotM,0,United-States,Exec-managerial,180,49,0,LGov,D,SC,M,White,27,AC,>50K
281030,45.0,H,0,United-States,Craft-repair,9,31,0,SelfNotInc,MCS,HSG,M,White,67,AC,<=50K
94754,40.0,H,0,United-States,Adm-clerical,14,49,0,FGov,MCS,M,M,White,27,AC,>50K
161007,80.0,H,0,United-States,Handlers-cleaners,11,26,0,Priv,MCS,AV,M,White,72,AC,<=50K
140985,30.0,W,99999,United-States,Adm-clerical,13,52,0,SelfNotInc,MCS,B,F,White,200040,DC,>50K
205643,45.0,H,0,United-States,Craft-repair,15,62,0,Priv,MCS,PS,,White,67,AC,>50K
151089,70.0,H,0,United-States,Exec-managerial,9,44,1887,SelfInc,MCS,HSG,M,White,67,AC,>50K
174196,40.0,NotM,0,United-States,Other-service,9,43,0,Priv,NM,HSG,F,Black,57,DC,<=50K
144092,40.0,H,0,United-States,Craft-repair,9,59,0,Priv,MCS,HSG,M,White,32,AC,<=50K
134566,45.0,H,0,United-States,Exec-managerial,13,28,0,Priv,MCS,B,M,White,22,AC,<=50K
200652,,Other,0,United-States,Other-service,5,41,0,Priv,D,9,F,White,27,DC,<=50K
177437,45.0,H,15024,United-States,Craft-repair,10,34,0,Priv,MCS,SC,M,White,30140,AC,>50K
231619,21.0,W,0,United-States,Sales,9,64,0,Priv,MCS,HSG,F,White,47,DC,<=50K
194096,40.0,OwnC,0,United-States,Other-service,10,21,0,Priv,NM,SC,F,White,57,DC,<=50K
167319,40.0,H,0,United-States,Exec-managerial,13,31,0,Priv,MCS,B,,White,72,AC,<=50K
259785,50.0,H,0,United-States,Exec-managerial,14,37,0,Priv,MCS,M,M,White,122,AC,>50K
195576,40.0,H,0,United-States,Machine-op-inspct,7,32,0,Priv,MCS,11,M,White,87,AC,<=50K
221129,40.0,H,0,United-States,Other-service,5,17,0,Priv,MCS,9,M,White,62,AC,<=50K
149640,40.0,H,0,United-States,Craft-repair,10,45,0,Priv,MCS,SC,M,White,37,AC,<=50K
169426,60.0,H,0,United-States,Craft-repair,9,37,0,Priv,MCS,HSG,M,White,42,AC,>50K
157894,20.0,OwnC,0,United-States,Other-service,10,20,0,Priv,NM,SC,M,Black,67,AC,<=50K
217602,60.0,H,0,United-States,Farming-fishing,9,24,0,Priv,MCS,HSG,M,White,92,AC,<=50K
89991,40.0,OwnC,0,United-States,Adm-clerical,10,21,0,Priv,NM,SC,F,White,32,DC,<=50K
164991,38.0,NotM,0,United-States,Sales,9,21,0,Priv,D,HSG,F,Amer-Indian-Eskimo,52,DC,<=50K
36327,50.0,H,0,United-States,Machine-op-inspct,4,54,0,SelfNotInc,MCS,7-8,M,White,47,AC,<=50K
171467,48.0,NotM,0,United-States,Craft-repair,9,55,0,Priv,D,HSG,M,Black,52,AC,>50K
409622,36.0,H,0,Mexico,Machine-op-inspct,173,31,0,Priv,MCS,B,M,Other,67,AC,<=50K
230408,20.0,NotF,0,United-States,Other-service,9,37,0,Priv,D,HSG,F,Black,92,DC,<=50K
1097453,60.0,H,0,United-States,Sales,13,42,0,SelfInc,MCS,B,,White,42,AC,>50K
282698,80.0,OwnC,0,United-States,Adm-clerical,4,19,0,Priv,NM,7-8,M,White,72,AC,<=50K
146651,,OwnC,0,United-States,?,9,27,0,?,MCS,HSG,F,White,47,DC,<=50K
246117,40.0,H,0,Mexico,Craft-repair,9,53,0,Priv,MCS,HSG,M,White,77,AC,<=50K
226267,40.0,H,0,Mexico,Sales,12,33,0,Priv,MCS,AA,M,White,52,AC,<=50K
130126,,NotF,0,United-States,Prof-specialty,15,44,0,Priv,D,PS,M,White,42,AC,>50K
168539,50.0,H,0,United-States,Exec-managerial,13,51,0,LGov,MCS,B,M,White,77,AC,>50K
39464,,NotF,0,United-States,Prof-specialty,14,48,0,LGov,NM,M,F,White,72,DC,<=50K
34446,40.0,H,0,United-States,Transport-moving,10,49,0,Priv,MCS,SC,M,White,112,AC,<=50K
239415,35.0,H,0,United-States,Farming-fishing,9,36,0,SelfNotInc,MCS,HSG,M,White,42,AC,<=50K
88265,40.0,OwnC,0,United-States,Machine-op-inspct,9,45,0,Priv,NM,HSG,F,White,62,DC,<=50K
319280,,NotF,0,United-States,Craft-repair,10,30,0,FGov,NM,SC,M,White,77,AC,<=50K
169112,40.0,H,0,United-States,Sales,14,51,0,Priv,MCS,M,M,White,37,AC,>50K
190115,40.0,NotM,0,United-States,Exec-managerial,12,45,0,Priv,D,AA,M,White,57,AC,<=50K
120029,20.0,Other,0,United-States,Adm-clerical,10,18,0,Priv,NM,SC,F,White,32,DC,<=50K
284898,30.0,OwnC,0,United-States,Exec-managerial,10,23,0,Priv,NM,SC,M,White,72,AC,<=50K
177596,36.0,NotM,0,United-States,Other-service,10,30,0,Priv,NM,SC,,White,42,DC,<=50K
261278,40.0,NotF,0,United-States,Tech-support,11,28,0,Priv,NM,AV,F,Black,47,DC,<=50K
391591,40.0,NotF,0,United-States,Craft-repair,8,25,0,Priv,NM,12,M,White,37,AC,<=50K
177154,40.0,H,0,United-States,Other-service,9,38,0,Priv,MCS,HSG,,White,82,AC,<=50K
359428,60.0,H,0,United-States,Sales,9,33,0,SelfNotInc,MCS,HSG,M,White,67,AC,<=50K
170458,20.0,H,0,United-States,Other-service,9,69,0,SGov,MCS,HSG,M,White,52,AC,<=50K
170038,40.0,OwnC,0,United-States,?,10,21,0,?,NM,SC,F,White,47,DC,<=50K
749105,36.0,NotM,0,United-States,Other-service,9,36,0,Priv,D,HSG,F,White,52,DC,<=50K
125892,75.0,H,0,United-States,Craft-repair,10,47,0,Priv,MCS,SC,M,White,57,AC,>50K
224474,40.0,NotF,0,United-States,Exec-managerial,10,48,0,SGov,D,SC,F,White,67,DC,<=50K
188903,40.0,H,2414,United-States,?,4,67,0,?,MCS,7-8,M,White,4865,AC,<=50K
32365,40.0,NotF,0,United-States,Protective-serv,10,57,0,Priv,NM,SC,M,White,72,AC,<=50K
273604,40.0,NotF,0,United-States,Other-service,13,36,0,Priv,NM,B,F,White,57,DC,<=50K
227594,20.0,OwnC,0,United-States,Sales,10,24,0,Priv,NM,SC,F,White,17,DC,<=50K
199029,55.0,H,0,United-States,Sales,13,49,2415,Priv,MCS,B,M,White,42,AC,>50K
608184,40.0,H,0,United-States,Transport-moving,9,53,0,LGov,MCS,HSG,,Black,77,AC,>50K
99064,40.0,H,0,United-States,Craft-repair,5,53,0,LGov,MCS,9,M,White,97,AC,<=50K
110643,40.0,H,0,United-States,Prof-specialty,143,31,0,Priv,MCS,B,,White,67,AC,>50K
71076,40.0,OwnC,0,United-States,?,9,18,0,?,NM,HSG,M,White,67,AC,<=50K
249046,40.0,OwnC,0,United-States,Tech-support,13,24,0,Priv,NM,B,M,White,42,AC,<=50K
95423,80.0,H,0,United-States,Transport-moving,9,29,0,Priv,MAS,HSG,M,White,37,AC,<=50K
127918,20.0,NotM,0,Puerto-Rico,Transport-moving,10,37,0,Priv,NM,SC,F,White,37,DC,<=50K
79682,30.0,Other,0,United-States,Priv-house-serv,6,17,0,Priv,NM,10,M,White,32,AC,<=50K
373344,40.0,H,0,United-States,Farming-fishing,2,58,0,Priv,MCS,1-4,M,White,42,AC,<=50K
113654,37.0,NotM,0,United-States,Exec-managerial,9,25,0,Priv,S,HSG,F,White,-8,DC,<=50K
198996,40.0,NotF,0,United-States,Adm-clerical,9,23,0,Priv,NM,HSG,F,White,37,DC,<=50K
478457,12.0,OwnC,0,United-States,Other-service,10,21,0,SGov,NM,SC,F,Black,32,DC,<=50K
313930,40.0,NotF,0,Mexico,Craft-repair,7,25,0,Priv,NM,11,,White,37,AC,<=50K
78928,40.0,H,3137,United-States,Other-service,105,37,0,Priv,MCS,9,,White,6296,AC,<=50K
243762,40.0,NotM,0,United-States,Craft-repair,7,28,0,Priv,S,11,F,White,57,DC,<=50K
129020,40.0,H,0,United-States,Exec-managerial,9,32,0,Priv,MCS,HSG,,White,62,AC,<=50K
127202,40.0,NotF,0,United-States,Machine-op-inspct,9,26,0,Priv,D,HSG,M,White,52,AC,<=50K
128354,40.0,NotM,0,United-States,Exec-managerial,14,44,0,Priv,D,M,F,White,62,DC,<=50K
185647,45.0,H,0,United-States,Craft-repair,10,28,0,Priv,MCS,SC,M,White,42,AC,<=50K
307371,,OwnC,0,United-States,Protective-serv,10,21,0,Priv,NM,SC,M,White,27,AC,<=50K
41432,15.0,NotF,0,United-States,Prof-specialty,13,23,0,FGov,NM,B,F,White,47,DC,<=50K
211497,40.0,H,0,United-States,Prof-specialty,10,26,0,LGov,MCS,SC,M,White,72,AC,<=50K
245369,35.0,OwnC,0,United-States,Craft-repair,9,25,0,SelfNotInc,S,HSG,M,White,32,AC,<=50K
116608,35.0,W,0,United-States,Adm-clerical,9,38,0,LGov,MCS,HSG,F,White,62,DC,>50K
272248,20.0,NotF,0,United-States,Sales,9,83,0,SelfInc,D,HSG,M,White,97,AC,<=50K
222289,54.0,H,7688,United-States,?,13,63,0,?,MCS,B,M,White,15448,AC,>50K
329426,40.0,NotF,0,United-States,Protective-serv,9,29,0,LGov,NM,HSG,M,White,42,AC,<=50K
321205,35.0,NotF,4101,United-States,Exec-managerial,13,25,0,Priv,NM,B,M,White,8234,AC,<=50K
129508,28.0,OwnC,0,United-States,Adm-clerical,9,22,0,Priv,NM,HSG,,White,42,DC,<=50K
73091,40.0,NotF,0,United-States,?,4,62,0,?,W,7-8,,Black,52,AC,<=50K
187424,,H,0,United-States,Craft-repair,9,75,0,Priv,MCS,HSG,M,White,62,AC,<=50K
111994,40.0,NotF,4650,United-States,Sales,10,45,0,Priv,D,SC,M,White,9337,AC,<=50K
90705,,H,0,United-States,Tech-support,10,34,1485,Priv,MCS,SC,M,White,72,AC,<=50K
146674,50.0,NotF,0,?,Craft-repair,9,60,0,SelfNotInc,D,HSG,M,Black,57,AC,<=50K
175413,40.0,Other,0,Jamaica,Adm-clerical,9,32,0,Priv,NM,HSG,F,Black,112,DC,<=50K
158118,40.0,NotF,0,United-States,Other-service,9,19,1719,Priv,NM,HSG,F,White,72,DC,<=50K
364862,30.0,NotF,0,United-States,Other-service,9,67,0,SelfNotInc,W,HSG,F,White,72,DC,<=50K
186269,40.0,H,0,United-States,Tech-support,13,30,0,Priv,MCS,B,M,White,52,AC,<=50K
255439,40.0,NotF,0,United-States,Handlers-cleaners,10,48,0,Priv,NM,SC,M,White,57,AC,<=50K
221650,40.0,H,0,Japan,Craft-repair,10,36,0,Priv,MCS,SC,M,White,87,AC,<=50K
219267,28.0,NotM,0,United-States,Other-service,9,28,0,Priv,NM,HSG,F,White,47,DC,<=50K
80914,30.0,NotF,0,United-States,Exec-managerial,14,46,0,SelfNotInc,D,M,M,White,92,AC,<=50K
198815,20.0,H,0,Mexico,Prof-specialty,12,60,0,SGov,MCS,AA,M,White,27,AC,<=50K
216413,25.0,NotF,0,United-States,Adm-clerical,13,63,0,Priv,W,B,,White,67,DC,<=50K
140092,40.0,NotF,0,United-States,Tech-support,9,34,0,Priv,NM,HSG,M,White,42,AC,<=50K
340885,40.0,H,0,United-States,Machine-op-inspct,13,44,1977,Priv,MCS,B,M,White,77,AC,>50K
178644,55.0,H,0,United-States,Craft-repair,5,55,0,Priv,MCS,9,M,White,22,AC,<=50K
86551,40.0,H,0,United-States,?,8,39,0,?,MCS,12,M,White,42,AC,<=50K
226497,45.0,H,0,United-States,Tech-support,10,50,0,Priv,MCS,SC,M,White,42,AC,>50K
198163,40.0,W,0,United-States,Sales,14,26,0,Priv,MCS,M,F,White,57,DC,<=50K
192712,40.0,Other,0,United-States,Adm-clerical,9,41,0,Priv,NM,HSG,F,White,12,DC,<=50K
347166,40.0,OwnC,4650,United-States,Craft-repair,10,31,0,Priv,D,SC,M,White,9352,AC,<=50K
170649,8.0,H,0,United-States,?,10,40,0,?,MCS,SC,M,White,57,AC,<=50K
157886,40.0,NotM,0,United-States,Other-service,12,34,0,Priv,S,AA,F,White,12,DC,<=50K
456236,40.0,H,0,United-States,Craft-repair,9,43,0,Priv,MCS,HSG,M,White,77,AC,>50K
36228,44.0,NotF,0,United-States,Transport-moving,9,48,0,Priv,D,HSG,M,White,57,AC,<=50K
387641,40.0,OwnC,0,United-States,?,10,18,0,?,NM,SC,M,White,42,AC,<=50K
466502,,NotM,0,United-States,Other-service,4,54,0,Priv,W,7-8,M,White,52,AC,<=50K
195118,35.0,Other,0,United-States,Handlers-cleaners,9,25,0,Priv,NM,HSG,,White,57,AC,<=50K
